territoryName,totalMandates,availableMandates,numParishes,numParishesApproved,blankVotes,blankVotesPercentage,nullVotes,nullVotesPercentage,votersPercentage,subscribedVoters,totalVoters,pre.blankVotes,pre.blankVotesPercentage,pre.nullVotes,pre.nullVotesPercentage,pre.votersPercentage,pre.subscribedVoters,pre.totalVoters,Party,Mandates,Percentage,validVotesPercentage,Votes,Hondt,target,predict,real
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,4,0,0.3,0.31,24,0,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,14,0,0.31,0.32,158,0,0,0,0
6,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,19,0,0.29,0.31,273,0,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,4,0,0.5,0.52,255,0,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,6,0,0.56,0.59,287,0,0,0,0
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,16,0,0.12,0.13,245,0,0,0,0
10,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,2,0,5.33,5.66,11905,0,0,0,0
14,32,8,243,242,20665,2.28,14809,1.63,58.64,1548193,907812,18317,1.97,13649,1.46,60.29,1545878,932006,12,0,0.54,0.56,4920,0,0,0,0
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,14,0,0.22,0.24,56,0,0,0,0
1,0,5,156,100,1924,5.2,558,1.51,37.06,99788,36978,1425,3.35,721,1.7,42.6,99727,42485,10,0,2.36,2.52,871,0,0,0,0
7,3,6,155,144,5421,3.48,3172,2.04,52.85,294388,155576,4662,2.75,2959,1.74,55.6,305189,169683,3,0,0.95,1.01,1485,0,0,0,0
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,2,0,3.48,3.68,7103,0,0,0,0
16,6,12,55,43,5501,2.16,4073,1.6,54.47,467643,254703,4758,1.76,4214,1.56,58.95,459341,270790,0,0,0.73,0.76,1865,0,0,0,0
17,37,189,3092,2614,62737,2.77,44449,1.96,52.87,4287370,2266931,52481,2.16,41843,1.72,54.92,4424807,2430194,19,0,0.21,0.22,4815,0,0,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,20,0,0.67,0.71,364,0,0,0,0
14,5,35,243,169,6881,2.31,5604,1.88,57.25,520788,298151,5511,1.79,4565,1.48,58.7,524190,307688,20,0,1.83,1.92,5471,0,0,0,0
19,4,4,277,269,4422,2.78,3351,2.11,50.77,313505,159172,3759,2.19,3266,1.9,50.88,337268,171598,11,0,2.25,2.37,3588,0,0,0,0
5,0,3,226,96,268,1.91,323,2.3,42.88,32796,14064,265,1.64,321,1.99,45.24,35671,16138,20,0,0.68,0.71,96,0,0,0,0
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,10,0,2.63,2.77,5355,0,0,0,0
7,3,6,155,152,5896,3.45,3432,2.01,52.73,324469,171077,5064,2.72,3171,1.7,55.43,335983,186241,8,0,0.21,0.22,351,0,0,0,0
0,0,3,69,61,983,2.15,655,1.43,54.61,83746,45730,813,1.54,662,1.25,60.34,87702,52920,11,0,21.8,22.61,9967,1,1,0,1
19,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,12,0,0.58,0.61,330,0,0,0,0
1,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,0,0,0.88,0.94,732,0,0,0,0
2,8,8,147,132,8703,3.01,5239,1.81,54.48,530823,289182,7639,2.52,5083,1.68,56.39,538092,303423,8,0,0.2,0.21,573,0,0,0,0
8,0,9,67,49,2227,3.0,1402,1.89,47.29,157125,74312,2007,2.41,1477,1.78,52.79,157553,83169,15,0,21.63,22.74,16076,3,1,0,1
15,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,13,0,0.29,0.31,605,0,0,0,0
10,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,4,0,1.01,1.08,76,0,0,0,0
17,178,48,3092,3068,122130,2.6,83535,1.78,54.24,8675790,4705561,105275,2.12,80830,1.63,56.69,8770369,4971956,11,7,6.25,6.54,294167,15,1,0,1
18,6,0,208,208,3617,2.97,2199,1.8,50.6,240917,121913,3228,2.51,2141,1.67,50.74,253219,128488,8,0,0.17,0.18,209,0,0,0,0
0,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,18,0,0.11,0.12,82,0,0,0,0
0,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,18,0,0.11,0.12,82,0,0,0,0
19,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,18,0,0.13,0.14,239,0,0,0,0
5,0,3,226,195,806,2.07,881,2.27,44.39,87609,38886,718,1.64,858,1.96,46.74,93459,43680,15,0,42.18,44.09,16402,2,1,1,1
0,0,3,69,21,138,1.72,108,1.34,55.48,14494,8041,97,1.0,111,1.14,62.58,15541,9726,18,0,0.12,0.13,10,0,0,0,0
17,188,38,3092,3075,124265,2.59,84848,1.77,54.32,8832539,4797822,107212,2.12,82243,1.62,56.77,8927216,5068106,2,4,4.26,4.45,204223,10,1,0,1
19,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,3,0,0.97,1.02,1721,0,0,0,0
17,64,162,3092,2836,82039,2.75,56955,1.91,53.14,5611377,2981877,68798,2.16,53887,1.7,55.36,5741235,3178415,4,0,0.82,0.86,24407,2,1,0,1
4,5,14,347,264,7950,3.11,4686,1.83,59.62,428879,255689,5767,2.2,3366,1.28,59.38,441795,262328,7,0,0.1,0.1,245,0,0,0,0
5,0,3,226,219,941,1.99,1101,2.33,44.71,105645,47230,876,1.66,1051,1.99,47.02,112240,52770,19,0,0.33,0.35,156,0,0,0,0
16,0,18,55,23,899,2.43,533,1.44,52.14,70885,36962,696,1.67,505,1.22,57.8,71900,41560,3,0,1.57,1.63,579,0,0,0,0
12,0,6,54,11,39,0.55,117,1.65,51.16,13838,7080,85,1.26,211,3.12,47.03,14373,6759,1,0,3.01,3.08,213,0,0,0,0
1,2,3,156,147,3583,4.78,1229,1.64,36.25,206711,74932,2776,3.28,1448,1.71,41.13,205517,84523,1,0,7.87,8.41,5900,0,0,0,0
2,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,15,6,33.55,35.25,118141,6,1,1,1
11,39,9,134,133,23176,2.16,15838,1.47,57.11,1881850,1074728,21600,1.92,16788,1.49,60.42,1862901,1125608,17,17,36.92,38.31,396739,20,1,1,1
9,0,3,242,236,1540,2.66,1594,2.75,49.15,117861,57929,1347,2.04,1568,2.37,51.14,129328,66143,19,0,0.2,0.22,118,0,0,0,0
8,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,4,0,0.82,0.86,1424,0,0,0,0
2,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,12,0,0.54,0.56,1892,0,0,0,0
5,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,16,0,0.12,0.12,75,0,0,0,0
6,1,3,120,119,2079,2.38,2097,2.4,55.14,158492,87388,1957,2.01,2044,2.1,57.4,169613,97365,2,0,3.75,3.94,3279,0,0,0,0
10,4,6,110,105,6802,3.64,4424,2.37,53.63,348260,186761,5750,2.86,4026,2.0,56.06,358553,200999,10,0,2.68,2.86,5012,0,0,0,0
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,1,0,7.81,8.25,5990,0,0,0,0
11,0,48,134,35,1608,2.96,1104,2.03,56.78,95564,54263,1351,2.39,1022,1.81,59.54,95066,56598,16,0,0.22,0.23,118,0,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,20,0,0.41,0.43,209,0,0,0,0
17,36,190,3092,2568,59406,2.77,42440,1.98,52.65,4079553,2147881,49630,2.15,40011,1.74,54.69,4215780,2305639,3,0,1.13,1.19,24310,2,1,0,1
8,9,0,67,67,4903,2.84,3064,1.77,45.83,376800,172697,4286,2.25,3079,1.62,51.38,370764,190484,8,0,0.43,0.45,739,0,0,0,0
7,3,6,155,137,4875,3.56,2818,2.06,52.74,259638,136922,4134,2.76,2614,1.75,55.48,269781,149667,20,0,0.64,0.68,882,0,0,0,0
17,0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,6226,1.91,6271,1.92,51.97,626876,325776,19,0,0.19,0.2,547,0,0,0,0
2,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,13,0,0.16,0.17,561,0,0,0,0
10,0,10,110,12,291,3.87,176,2.34,55.96,13439,7520,250,3.07,164,2.01,57.4,14191,8146,6,0,0.69,0.74,52,0,0,0,0
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,3,0,0.9,0.95,1836,0,0,0,0
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,11,0,2.99,3.16,2295,0,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,0,0,0.52,0.54,267,0,0,0,0
3,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,10,0,1.97,2.05,1269,0,0,0,0
0,3,0,69,69,1680,2.27,1047,1.41,54.15,136696,74026,1421,1.68,1079,1.28,59.9,141258,84617,2,0,3.42,3.56,2535,0,0,0,0
14,30,10,243,240,19726,2.28,14297,1.65,58.55,1477483,865138,17383,1.96,13069,1.47,60.26,1473014,887586,19,0,0.2,0.21,1762,0,0,0,0
8,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,8,0,0.43,0.45,740,0,0,0,0
16,5,13,55,42,5124,2.16,3753,1.58,54.68,433248,236895,4461,1.77,3867,1.54,59.18,425214,251637,18,0,0.11,0.11,250,0,0,0,0
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,19,0,0.2,0.21,402,0,0,0,0
19,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,10,0,2.13,2.24,3778,0,0,0,0
4,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,6,0,0.68,0.72,3179,0,0,0,0
4,19,0,347,347,14504,3.12,8029,1.72,59.83,778173,465570,10708,2.26,6112,1.29,60.21,787768,474341,20,0,0.75,0.78,3469,0,0,0,0
1,0,5,156,81,1444,5.42,389,1.46,38.09,69974,26654,1086,3.52,515,1.67,44.09,69996,30859,2,0,5.31,5.7,1414,0,0,0,0
5,1,2,226,224,1172,2.04,1304,2.27,44.59,128614,57348,1074,1.7,1265,2.0,46.9,134747,63194,6,0,0.42,0.44,241,0,0,0,0
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,15,3,26.61,28.09,54279,3,1,0,1
6,0,4,120,73,593,2.36,740,2.95,53.19,47149,25078,543,1.86,707,2.42,55.52,52676,29244,4,0,0.35,0.37,87,0,0,0,0
10,2,8,110,80,4821,3.8,3048,2.41,53.4,237303,126717,3962,2.9,2740,2.01,55.43,246298,136511,8,0,0.29,0.3,362,0,0,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,6,0,0.39,0.41,25,0,0,0,0
10,10,0,110,110,8202,3.67,5152,2.3,53.87,414969,223540,6902,2.89,4699,1.97,56.26,423801,238433,10,0,2.87,3.05,6415,0,0,0,0
4,13,6,347,340,13859,3.11,7718,1.73,59.86,745422,446232,10252,2.26,5855,1.29,60.19,755085,454461,8,0,0.22,0.23,964,0,0,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,11,0,2.27,2.4,670,0,0,0,0
7,3,6,155,144,5421,3.48,3172,2.04,52.85,294388,155576,4662,2.75,2959,1.74,55.6,305189,169683,20,0,0.63,0.66,976,0,0,0,0
14,20,20,243,228,15904,2.31,11848,1.72,58.21,1181384,687690,13669,1.94,10475,1.48,59.93,1177141,705451,16,0,0.09,0.09,618,0,0,0,0
4,0,19,347,61,888,2.89,1029,3.35,57.16,53691,30689,648,2.03,428,1.34,56.26,56801,31957,9,0,0.2,0.21,61,0,0,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,14,0,0.26,0.27,19,0,0,0,0
14,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,14,0,0.21,0.22,1948,0,0,0,0
19,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,0,0,0.51,0.54,292,0,0,0,0
9,3,0,242,242,2026,2.64,2057,2.68,50.58,151535,76649,1689,1.98,1987,2.32,52.29,163462,85469,8,0,0.16,0.17,122,0,0,0,0
9,0,3,242,233,1512,2.67,1551,2.74,49.15,115213,56630,1324,2.05,1534,2.37,51.19,126396,64702,16,0,0.1,0.11,57,0,0,0,0
17,211,15,3092,3089,128551,2.55,87879,1.74,54.43,9253765,5036648,111581,2.1,85751,1.61,56.91,9351469,5322379,7,0,0.06,0.06,3116,0,0,0,0
19,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,3,0,0.85,0.89,486,0,0,0,0
1,5,0,156,156,3926,4.7,1363,1.63,36.5,228954,83565,3047,3.25,1583,1.69,41.22,227546,93803,6,0,0.85,0.91,714,0,0,0,0
6,0,4,120,113,1371,2.39,1544,2.69,55.09,104284,57446,1315,2.01,1509,2.31,57.18,114233,65324,4,0,0.43,0.45,247,0,0,0,0
19,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,5,0,0.07,0.07,118,0,0,0,0
19,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,5,0,0.07,0.07,118,0,0,0,0
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,19,0,0.2,0.21,402,0,0,0,0
4,7,12,347,291,9595,3.07,5557,1.78,59.72,523337,312529,7078,2.21,4060,1.27,59.71,536320,320226,17,4,37.39,39.3,116862,9,1,0,1
4,10,9,347,319,11506,3.08,6589,1.76,59.73,625247,373460,8455,2.21,4861,1.27,59.93,637513,382083,15,4,33.95,35.68,126790,8,1,0,1
12,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,17,3,33.41,34.2,43373,3,1,1,1
17,0,226,3092,918,7225,2.49,6868,2.37,50.63,573021,290114,6226,1.91,6271,1.92,51.97,626876,325776,13,0,0.2,0.21,582,0,0,0,0
20,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,6,0,0.55,0.57,549,0,0,0,0
15,0,9,141,40,609,2.65,495,2.16,56.78,40414,22948,525,2.03,530,2.05,59.47,43503,25872,18,0,0.15,0.16,34,0,0,0,0
16,5,13,55,42,5124,2.16,3753,1.58,54.68,433248,236895,4461,1.77,3867,1.54,59.18,425214,251637,14,0,0.44,0.46,1052,0,0,0,0
6,1,3,120,119,2079,2.38,2097,2.4,55.14,158492,87388,1957,2.01,2044,2.1,57.4,169613,97365,13,0,0.14,0.14,120,0,0,0,0
11,10,38,134,93,10704,2.35,7000,1.54,58.1,783085,455001,9603,2.02,7206,1.51,61.17,778926,476435,19,0,0.18,0.19,826,0,0,0,0
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,8,0,0.2,0.22,417,0,0,0,0
10,10,0,110,110,8202,3.67,5152,2.3,53.88,415065,223632,6902,2.89,4699,1.97,56.26,423801,238433,7,0,0.07,0.08,167,0,0,0,0
18,0,6,208,96,903,2.89,547,1.75,47.9,65198,31229,843,2.41,590,1.69,46.86,74584,34952,5,0,0.35,0.37,109,0,0,0,0
8,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,11,0,7.05,7.39,12180,0,0,0,0
7,2,7,155,133,4571,3.62,2633,2.08,52.6,240186,126336,3817,2.76,2478,1.79,55.37,249780,138303,9,0,0.19,0.2,240,0,0,0,0
11,0,48,134,6,127,2.78,114,2.49,55.33,8265,4573,119,2.43,104,2.12,58.24,8414,4900,14,0,0.5,0.53,23,0,0,0,0
15,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,10,0,2.59,2.72,5364,0,0,0,0
5,3,0,226,225,1284,2.05,1401,2.24,44.83,139606,62579,1170,1.71,1385,2.02,47.12,145491,68558,16,0,0.12,0.13,75,0,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,17,2,44.73,46.72,22909,2,1,1,1
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,3,0,0.9,0.95,1836,0,0,0,0
3,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,6,0,0.62,0.64,397,0,0,0,0
4,10,9,347,327,11859,3.1,6791,1.77,59.79,640737,383094,8700,2.22,5000,1.28,60.01,653441,392146,16,0,0.08,0.09,324,0,0,0,0
15,1,8,141,115,3698,2.89,2496,1.95,54.45,235365,128165,3081,2.16,2532,1.78,57.93,245717,142352,13,0,0.32,0.33,406,0,0,0,0
6,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,3,0,1.27,1.33,1187,0,0,0,0
9,0,3,242,236,1540,2.66,1594,2.75,49.15,117861,57929,1347,2.04,1568,2.37,51.14,129328,66143,17,0,38.13,40.31,22088,2,1,1,1
14,32,8,243,242,20665,2.28,14809,1.63,58.64,1548193,907812,18317,1.97,13649,1.46,60.29,1545878,932006,0,0,0.46,0.48,4203,0,0,0,0
2,4,12,147,114,6612,3.06,4008,1.85,53.93,400722,216128,5782,2.54,3909,1.71,55.87,408206,228064,8,0,0.19,0.2,407,0,0,0,0
12,2,4,54,53,625,0.54,2064,1.77,50.28,231627,116469,902,0.8,3255,2.89,48.78,230528,112456,2,0,6.05,6.2,7050,0,0,0,0
2,2,14,147,90,4566,3.07,2752,1.85,53.85,276062,148663,3991,2.54,2721,1.73,55.7,281672,156903,1,0,9.15,9.62,13604,1,1,0,1
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,18,0,0.19,0.2,14,0,0,0,0
6,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,8,0,0.24,0.25,226,0,0,0,0
16,7,11,55,49,6807,2.15,4997,1.58,53.35,594021,316934,5946,1.76,5070,1.5,57.97,582621,337742,17,4,38.47,39.96,121921,9,1,1,1
8,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,6,0,0.99,1.03,1704,0,0,0,0
18,2,4,208,194,2885,3.0,1739,1.81,49.63,193884,96222,2595,2.54,1736,1.7,49.65,205538,102042,14,0,0.25,0.26,236,0,0,0,0
3,0,3,75,61,864,2.05,751,1.78,53.15,79436,42217,756,1.53,778,1.57,58.99,83803,49437,9,0,0.18,0.19,78,0,0,0,0
12,6,0,54,54,697,0.54,2292,1.77,50.29,258144,129821,1018,0.81,3597,2.88,48.9,255821,125104,5,0,5.49,5.62,7125,0,0,0,0
3,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,2,0,2.3,2.39,1480,0,0,0,0
9,0,3,242,173,735,2.49,828,2.81,48.5,60818,29494,698,2.04,893,2.61,50.38,67834,34177,18,0,0.29,0.3,85,0,0,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,8,0,0.1,0.11,11,0,0,0,0
5,1,2,226,224,1172,2.04,1304,2.27,44.59,128614,57348,1074,1.7,1265,2.0,46.9,134747,63194,9,0,0.19,0.2,109,0,0,0,0
8,9,0,67,67,4900,2.84,3069,1.78,45.83,376801,172699,4286,2.25,3079,1.62,51.38,370764,190484,3,0,2.14,2.24,3690,0,0,0,0
2,0,16,147,12,186,2.92,101,1.59,53.3,11953,6371,124,1.82,111,1.63,54.56,12511,6826,18,0,0.13,0.13,8,0,0,0,0
17,68,158,3092,2867,85394,2.73,59461,1.9,53.26,5873053,3127876,71849,2.16,56311,1.69,55.51,6002947,3332015,20,0,0.78,0.82,24527,1,0,0,0
19,8,0,277,277,4991,2.81,3704,2.08,51.05,348057,177681,4235,2.22,3632,1.9,51.28,371931,190712,19,0,0.2,0.21,363,0,0,0,0
5,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,3,0,0.84,0.88,533,0,0,0,0
17,36,190,3092,2568,59406,2.77,42440,1.98,52.65,4079553,2147881,49630,2.15,40011,1.74,54.69,4215780,2305639,2,0,4.6,4.83,98864,11,1,0,1
13,0,2,69,61,764,2.15,682,1.92,52.52,67618,35514,745,1.8,594,1.43,58.11,71253,41404,20,0,0.42,0.44,149,0,0,0,0
6,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,16,0,0.2,0.21,183,0,0,0,0
6,1,3,120,118,1864,2.4,1945,2.5,54.87,141734,77764,1763,2.03,1906,2.19,57.13,152132,86916,14,0,0.29,0.3,222,0,0,0,0
5,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,2,0,4.46,4.66,2831,0,0,0,0
6,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,15,1,26.33,27.66,24674,1,1,0,1
20,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,13,0,0.18,0.19,185,0,0,0,0
16,0,18,55,3,40,1.41,39,1.38,49.12,5767,2833,42,1.19,40,1.14,55.21,6383,3524,9,0,0.21,0.22,6,0,0,0,0
20,5,0,197,197,2258,2.25,2397,2.39,45.76,219087,100260,1919,1.74,1960,1.78,48.26,228497,110273,6,0,0.55,0.57,549,0,0,0,0
7,1,8,155,126,3848,3.61,2338,2.2,51.91,205076,106449,3211,2.73,2194,1.86,54.83,214675,117704,9,0,0.19,0.2,201,0,0,0,0
7,0,9,155,32,376,3.5,284,2.65,51.33,20899,10728,272,2.22,269,2.2,54.27,22576,12251,14,0,0.28,0.3,30,0,0,0,0
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,19,0,0.22,0.23,115,0,0,0,0
2,11,5,147,144,10045,3.04,6041,1.83,54.48,606089,330178,8600,2.49,5747,1.66,56.32,614338,345981,5,0,0.08,0.08,253,0,0,0,0
14,40,0,243,243,21233,2.27,15185,1.63,58.59,1594688,934379,18902,1.97,14073,1.47,60.3,1591787,959919,17,17,36.65,38.14,342496,17,1,1,1
13,0,2,69,59,752,2.18,667,1.93,52.49,65811,34544,737,1.83,579,1.44,58.07,69304,40247,8,0,0.17,0.18,59,0,0,0,0
2,16,0,147,147,10642,3.02,6375,1.81,54.55,645655,352179,9163,2.49,6130,1.67,56.31,653597,368071,9,0,0.18,0.19,623,0,0,0,0
19,8,0,277,277,4995,2.81,3700,2.08,51.04,348061,177647,4235,2.22,3632,1.9,51.28,371931,190712,17,4,35.37,37.19,62833,4,1,1,1
14,30,10,243,240,19726,2.28,14297,1.65,58.55,1477483,865138,17383,1.96,13069,1.47,60.26,1473014,887586,15,11,31.14,32.41,269371,15,1,0,1
3,3,0,75,75,1371,2.13,1094,1.7,52.26,122987,64269,1230,1.65,1132,1.52,57.77,128926,74485,4,0,0.43,0.45,279,0,0,0,0
17,0,226,3092,1081,9652,2.5,8874,2.3,51.36,752529,386497,8317,1.94,8171,1.91,52.66,813743,428546,19,0,0.19,0.2,740,0,0,0,0
5,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,17,1,36.54,38.18,23215,1,1,1,1
16,1,17,55,30,2735,2.26,1919,1.59,53.25,226963,120858,2276,1.77,1955,1.52,57.83,222938,128914,11,0,17.28,17.97,20880,4,1,0,1
7,9,0,155,155,6889,3.38,3814,1.87,53.66,380095,203950,5929,2.69,3536,1.61,56.33,390947,220211,11,0,5.59,5.9,11402,0,0,0,0
0,0,3,69,67,1385,2.24,882,1.43,54.17,113909,61700,1148,1.62,909,1.28,59.93,118226,70854,3,0,2.17,2.25,1338,0,0,0,0
6,4,0,120,120,2250,2.4,2232,2.38,55.09,170075,93695,2091,2.01,2167,2.08,57.46,181378,104223,1,0,11.05,11.6,10352,0,0,0,0
4,13,6,347,341,13878,3.11,7683,1.72,59.87,745336,446221,10271,2.26,5854,1.29,60.21,755217,454717,0,0,0.47,0.49,2102,0,0,0,0
5,3,0,226,226,1306,2.06,1416,2.23,44.89,141541,63534,1189,1.71,1408,2.02,47.23,147465,69644,3,0,0.84,0.88,533,0,0,0,0
4,5,14,347,264,7950,3.11,4686,1.83,59.62,428879,255689,5767,2.2,3366,1.28,59.38,441795,262328,17,3,38.2,40.19,97672,9,1,0,1
13,2,0,69,69,1188,2.32,988,1.93,53.13,96391,51212,1130,1.92,896,1.52,58.31,101189,59004,19,0,0.22,0.23,115,0,0,0,0
8,0,9,67,15,239,3.26,149,2.03,52.16,14071,7340,197,2.37,158,1.9,56.47,14706,8304,16,0,0.31,0.33,23,0,0,0,0
19,0,8,277,153,1485,2.6,1242,2.17,49.57,115266,57142,1265,1.99,1249,1.97,49.48,128277,63473,18,0,0.17,0.18,98,0,0,0,0
11,39,9,134,132,22963,2.15,15721,1.47,57.07,1867901,1065997,21416,1.92,16667,1.49,60.39,1849653,1116978,3,0,2.02,2.1,21538,1,1,0,1
15,9,0,141,141,6022,2.91,4011,1.94,54.38,380489,206918,5142,2.26,3967,1.74,57.87,393314,227620,10,0,2.59,2.72,5364,0,0,0,0
